Row;s_RTS_code;e_full_name;s_sec_type_name_dop;s_sec_form_name_full;s_zagolovok_adr;s_ISIN_code;s_CFI_code;s_trade_lot;s_step_price;s_currency_kotir;s_trade_in_date
185;FAST;Fastenal Company;Акции;Акции иностранного эмитента  обыкновенные;;US3119001044;ESXXXX;1,00;0,01;USD;19.10.2016 0:00:00
186;FB;Facebook, Inc.;Акции;Акции иностранного эмитента  обыкновенные класса A;;US30303M1027;ESVUFR;1,00;0,01;USD;28.11.2014 0:00:00
187;FBHS;Fortune Brands Home & Security, Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US34964C1062;ESVUFR;1,00;0,01;USD;31.08.2017 0:00:00
188;FCX;Freeport-McMoRan Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US35671D8570;ESVUFR;1,00;0,01;USD;19.10.2016 0:00:00
189;FDX;FedEx Corporation;Акции;Акции иностранного эмитента  обыкновенные;;US31428X1063;ESVUFR;1,00;0,01;USD;19.10.2016 0:00:00
190;FFIV;F5 Networks, Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US3156161024;ESVUFR;1,00;0,01;USD;01.06.2017 0:00:00
191;FIS;Fidelity National Information Services, Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US31620M1062;ESVUFR;1,00;0,01;USD;01.06.2017 0:00:00
192;FISV;Fiserv, Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US3377381088;ESVUFR;1,00;0,01;USD;01.06.2017 0:00:00
193;FITB;Fifth Third Bancorp;Акции;Акции иностранного эмитента  обыкновенные;;US3167731005;ESVUFR;1,00;0,01;USD;14.06.2017 0:00:00
194;FLIR;FLIR Systems, Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US3024451011;ESVUFR;1,00;0,01;USD;14.06.2017 0:00:00
195;FLR;Fluor Corporation;Акции;Акции иностранного эмитента  обыкновенные;;US3434121022;ESVUFR;1,00;0,01;USD;19.10.2016 0:00:00
196;FLS;Flowserve Corporation;Акции;Акции иностранного эмитента  обыкновенные;;US34354P1057;ESVUFR;1,00;0,01;USD;19.10.2016 0:00:00
197;FMC;FMC Corporation;Акции;Акции иностранного эмитента  обыкновенные;;US3024913036;ESVUFR;1,00;0,01;USD;01.06.2017 0:00:00
198;FOX;Twenty-First Century Fox, Inc.;Акции;Акции иностранного эмитента  обыкновенные класса B;;US90130A2006;ESVUFR;1,00;0,01;USD;01.06.2017 0:00:00
199;FOXA;Twenty-First Century Fox, Inc.;Акции;Акции иностранного эмитента  обыкновенные класса A;;US90130A1016;ESNUFR;1,00;0,01;USD;01.06.2017 0:00:00
200;FSLR;First Solar, Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US3364331070;ESVUFR;1,00;0,01;USD;28.11.2014 0:00:00
201;FTI;TechnipFMC plc;Акции;Акции иностранного эмитента  обыкновенные;;GB00BDSFG982;ESVUFR;1,00;0,01;USD;31.08.2017 0:00:00
202;FTR;Frontier Communications Corporation;Акции;Акции иностранного эмитента  обыкновенные;;US35906A3068;ESVUFR;1,00;0,01;USD;31.08.2017 0:00:00
203;FTV;Fortive Corporation;Акции;Акции иностранного эмитента  обыкновенные;;US34959J1088;ESVUFR;1,00;0,01;USD;31.08.2017 0:00:00
204;GAZP0837;Gaz Capital S.A.;Облигации;Облигации иностранного эмитента  иностранного эмитента;;XS0316524130;DTFXGR;;0,01;PCT;06.12.2017 0:00:00
205;GD;General Dynamics Corporation;Акции;Акции иностранного эмитента  обыкновенные;;US3695501086;ESVUFR;1,00;0,01;USD;19.10.2016 0:00:00
206;GE;General Electric Company;Акции;Акции иностранного эмитента  обыкновенные;;US3696041033;ESVUFR;1,00;0,01;USD;28.11.2014 0:00:00
207;GGP;GGP Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US36174X1019;ESVUFR;1,00;0,01;USD;01.06.2017 0:00:00
208;GILD;GILEAD SCIENCES, INC.;Акции;Акции иностранного эмитента  обыкновенные;;US3755581036;ESVUFR;1,00;0,01;USD;28.11.2014 0:00:00
209;GIS;General Mills, Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US3703341046;ESVUFR;1,00;0,01;USD;01.06.2017 0:00:00
210;GLW;Corning Incorporated;Акции;Акции иностранного эмитента  обыкновенные;;US2193501051;ESVUFR;1,00;0,01;USD;18.05.2017 0:00:00
211;GM;General Motors Company;Акции;Акции иностранного эмитента  обыкновенные;;US37045V1008;ESVUFR;1,00;0,01;USD;19.10.2016 0:00:00
212;GOOG;Alphabet Inc.;Акции;Акции иностранного эмитента  обыкновенные класса C;;US02079K1079;ESNUFR;1,00;0,01;USD;09.11.2015 0:00:00
213;GOOGL;Alphabet Inc.;Акции;Акции иностранного эмитента  обыкновенные класса A;;US02079K3059;ESVUFR;1,00;0,01;USD;18.05.2017 0:00:00
214;GPC;Genuine Parts Company;Акции;Акции иностранного эмитента  обыкновенные;;US3724601055;ESXXXX;1,00;0,01;USD;14.06.2017 0:00:00
215;GPN;Global Payments Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US37940X1028;ESVUFR;1,00;0,01;USD;31.08.2017 0:00:00
216;GPS;The Gap, Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US3647601083;ESXXXR;1,00;0,01;USD;01.06.2017 0:00:00
217;GRMN;Garmin Ltd.;Акции;Акции иностранного эмитента  обыкновенные;;CH0114405324;ESVUFR;1,00;0,01;USD;18.05.2017 0:00:00
218;GS;The Goldman Sachs Group, Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US38141G1040;ESVUFR;1,00;0,01;USD;31.08.2017 0:00:00
219;GT;The Goodyear Tire & Rubber Company;Акции;Акции иностранного эмитента  обыкновенные;;US3825501014;ESVUFR;1,00;0,01;USD;01.06.2017 0:00:00
220;GWW;WW Grainger, Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US3848021040;ESXXXX;1,00;0,01;USD;26.10.2016 0:00:00
221;HAL;Halliburton Company;Акции;Акции иностранного эмитента  обыкновенные;;US4062161017;ESVUFR;1,00;0,01;USD;26.10.2016 0:00:00
222;HAS;Hasbro, Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US4180561072;ESVUFR;1,00;0,01;USD;18.05.2017 0:00:00
223;HBAN;Huntington Bancshares Incorporated;Акции;Акции иностранного эмитента  обыкновенные;;US4461501045;ESXXXX;1,00;0,01;USD;31.08.2017 0:00:00
224;HBI;Hanesbrands Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US4103451021;ESVUFR;1,00;0,01;USD;14.06.2017 0:00:00
225;HCA;HCA Healthcare, Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US40412C1018;ESVUFR;1,00;0,01;USD;01.06.2017 0:00:00
226;HCN;Welltower Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US95040Q1040;ESVUFR;1,00;0,01;USD;01.06.2017 0:00:00
227;HCP;HCP, Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US40414L1098;ESVUFR;1,00;0,01;USD;01.06.2017 0:00:00
228;HD;The Home Depot, Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US4370761029;ESVTFR;1,00;0,01;USD;19.10.2016 0:00:00
229;HES;Hess Corporation;Акции;Акции иностранного эмитента  обыкновенные;;US42809H1077;ESVUFR;1,00;0,01;USD;19.10.2016 0:00:00
230;HIG;The Hartford Financial Services Group, Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US4165151048;ESVUFR;1,00;0,01;USD;14.06.2017 0:00:00
231;HLT;Hilton Worldwide Holdings Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US43300A2033;ESVUFR;1,00;0,01;USD;31.08.2017 0:00:00
232;HOG;Harley-Davidson, Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US4128221086;ESVUFR;1,00;0,01;USD;18.05.2017 0:00:00
233;HOLX;Hologic, Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US4364401012;ESVUFR;1,00;0,01;USD;31.08.2017 0:00:00
234;HON;Honeywell International Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US4385161066;ESVUFR;1,00;0,01;USD;19.10.2016 0:00:00
235;HP;Helmerich & Payne, Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US4234521015;ESVUFR;1,00;0,01;USD;14.06.2017 0:00:00
236;HPE;Hewlett Packard Enterprise Company;Акции;Акции иностранного эмитента  обыкновенные;;US42824C1099;ESVUFR;1,00;0,01;USD;18.05.2017 0:00:00
237;HPQ;HP Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US40434L1052;ESVUFR;1,00;0,01;USD;18.05.2017 0:00:00
238;HRB;H&R Block, Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US0936711052;ESVUFR;1,00;0,01;USD;01.06.2017 0:00:00
239;HRL;Hormel Foods Corporation;Акции;Акции иностранного эмитента  обыкновенные;;US4404521001;ESVUFR;1,00;0,01;USD;18.05.2017 0:00:00
240;HRS;Harris Corporation;Акции;Акции иностранного эмитента  обыкновенные;;US4138751056;ESVUFR;1,00;0,01;USD;18.05.2017 0:00:00
241;HSIC;Henry Schein, Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US8064071025;ESVUFR;1,00;0,01;USD;14.06.2017 0:00:00
242;HST;Host Hotels & Resorts, Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US44107P1049;ESVUFR;1,00;0,01;USD;01.06.2017 0:00:00
243;HSY;The Hershey Company;Акции;Акции иностранного эмитента  обыкновенные;;US4278661081;ESVUFR;1,00;0,01;USD;19.10.2016 0:00:00
244;HUM;Humana Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US4448591028;ESVUFR;1,00;0,01;USD;01.06.2017 0:00:00
245;IBM;International Business Machines Corporation;Акции;Акции иностранного эмитента  обыкновенные;;US4592001014;ESVUFR;1,00;0,01;USD;28.11.2014 0:00:00
246;IBN;Deutsche Bank Trust Company Americas;Депозитарные расписки;Депозитарные расписки иностранного эмитента на акции;Депозитарные расписки Deutsche Bank Trust Company Americas, удостоверяющие права в отношении обыкновенных акций ICICI Bank Limited;US45104G1040;ESVUFA;1,00;0,01;USD;26.08.2016 0:00:00
247;ICE;Intercontinental Exchange, Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US45866F1049;ESVUFR;1,00;0,01;USD;14.06.2017 0:00:00
248;IDXX;IDEXX Laboratories, Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US45168D1046;ESVUFR;1,00;0,01;USD;31.08.2017 0:00:00
249;IFF;International Flavors & Fragrances Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US4595061015;ESVUFR;1,00;0,01;USD;14.06.2017 0:00:00
250;ILMN;Illumina, Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US4523271090;ESVUFR;1,00;0,01;USD;01.06.2017 0:00:00
251;INCY;Incyte Corporation;Акции;Акции иностранного эмитента  обыкновенные;;US45337C1027;ESVUFR;1,00;0,01;USD;31.08.2017 0:00:00
252;INFO;IHS Markit Ltd.;Акции;Акции иностранного эмитента  обыкновенные;;BMG475671050;ESVUFR;1,00;0,01;USD;31.08.2017 0:00:00
253;INTC;Intel Corporation;Акции;Акции иностранного эмитента  обыкновенные;;US4581401001;ESVUFR;1,00;0,01;USD;28.11.2014 0:00:00
254;INTU;Intuit Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US4612021034;ESVUFN;1,00;0,01;USD;01.06.2017 0:00:00
255;IP;International Paper Company;Акции;Акции иностранного эмитента  обыкновенные;;US4601461035;ESVUFR;1,00;0,01;USD;01.06.2017 0:00:00
256;IPG;The Interpublic Group of Companies, Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US4606901001;ESVUFR;1,00;0,01;USD;14.06.2017 0:00:00
257;IR;Ingersoll-Rand public limited company;Акции;Акции иностранного эмитента  обыкновенные;;IE00B6330302;ESVUFR;1,00;0,01;USD;14.06.2017 0:00:00
258;IRM;Iron Mountain Incorporated;Акции;Акции иностранного эмитента  обыкновенные;;US46284V1017;ESVUFR;1,00;0,01;USD;01.06.2017 0:00:00
259;ISRG;Intuitive Surgical, Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US46120E6023;ESVUFR;1,00;0,01;USD;14.06.2017 0:00:00
260;IT;Gartner, Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US3666511072;ESVUFR;1,00;0,01;USD;31.08.2017 0:00:00
261;ITW;Illinois Tool Works Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US4523081093;ESVTFR;1,00;0,01;USD;19.10.2016 0:00:00
262;IVZ;Invesco Ltd.;Акции;Акции иностранного эмитента  обыкновенные;;BMG491BT1088;ESVUFR;1,00;0,01;USD;01.06.2017 0:00:00
263;JBHT;JB Hunt Transport Services, Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US4456581077;ESVUFR;1,00;0,01;USD;19.10.2016 0:00:00
264;JCI;Johnson Controls International plc;Акции;Акции иностранного эмитента  обыкновенные;;IE00BY7QL619;ESVUFR;1,00;0,01;USD;31.08.2017 0:00:00
265;JD;Deutsche Bank Trust Company Americas;Депозитарные расписки;Депозитарные расписки иностранного эмитента на акции;Депозитарные расписки Deutsche Bank Trust Company Americas, удостоверяющие права в отношении обыкновенных акций JD.com, Inc.;US47215P1066;ESVUFA;1,00;0,01;USD;26.08.2016 0:00:00
266;JEC;Jacobs Engineering Group Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US4698141078;ESEUFR;1,00;0,01;USD;19.10.2016 0:00:00
267;JNJ;Johnson & Johnson;Акции;Акции иностранного эмитента  обыкновенные;;US4781601046;ESVUFR;1,00;0,01;USD;28.11.2014 0:00:00
268;JNPR;Juniper Networks, Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US48203R1041;ESVUFR;1,00;0,01;USD;01.06.2017 0:00:00
269;JPM;JPMorgan Chase & Co.;Акции;Акции иностранного эмитента  обыкновенные;;US46625H1005;ESVUFR;1,00;0,01;USD;19.10.2016 0:00:00
270;JWN;Nordstrom, Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US6556641008;ESVUFR;1,00;0,01;USD;01.06.2017 0:00:00
271;K;Kellogg Company;Акции;Акции иностранного эмитента  обыкновенные;;US4878361082;ESVUFN;1,00;0,01;USD;01.06.2017 0:00:00
272;KEP;Citibank, N.A.;Депозитарные расписки;Депозитарные расписки иностранного эмитента на акции;Депозитарные расписки Citibank, N.A., удостоверяющие права в отношении обыкновенных акций Korea Electric Power Corporation;US5006311063;ESVUFA;1,00;0,01;USD;26.08.2016 0:00:00
273;KEY;KeyCorp;Акции;Акции иностранного эмитента  обыкновенные;;US4932671088;ESVUFR;1,00;0,01;USD;01.06.2017 0:00:00
274;KHC;The Kraft Heinz Company;Акции;Акции иностранного эмитента  обыкновенные;;US5007541064;ESVUFR;1,00;0,01;USD;18.05.2017 0:00:00
275;KIM;Kimco Realty Corporation;Акции;Акции иностранного эмитента  обыкновенные;;US49446R1095;ESVUFR;1,00;0,01;USD;14.06.2017 0:00:00
276;KLAC;KLA-Tencor Corporation;Акции;Акции иностранного эмитента  обыкновенные;;US4824801009;ESVUFR;1,00;0,01;USD;01.06.2017 0:00:00
277;KMB;Kimberly-Clark Corporation;Акции;Акции иностранного эмитента  обыкновенные;;US4943681035;ESVUFR;1,00;0,01;USD;01.06.2017 0:00:00
278;KMI;Kinder Morgan, Inc.;Акции;Акции иностранного эмитента  обыкновенные класса P;;US49456B1017;ESVUFR;1,00;0,01;USD;19.10.2016 0:00:00
279;KMX;CarMax, Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US1431301027;ESVUFR;1,00;0,01;USD;01.06.2017 0:00:00
280;KO;THE COCA-COLA COMPANY;Акции;Акции иностранного эмитента  обыкновенные;;US1912161007;ESVUFR;1,00;0,01;USD;28.11.2014 0:00:00
281;KORS;Michael Kors Holdings Limited;Акции;Акции иностранного эмитента  обыкновенные;;VGG607541015;ESVUFR;1,00;0,01;USD;01.06.2017 0:00:00
282;KR;The Kroger Co.;Акции;Акции иностранного эмитента  обыкновенные;;US5010441013;ESVUFR;1,00;0,01;USD;01.06.2017 0:00:00
283;KSU;Kansas City Southern;Акции;Акции иностранного эмитента  обыкновенные;;US4851703029;ESVUFR;1,00;0,01;USD;19.10.2016 0:00:00
284;L;Loews Corporation;Акции;Акции иностранного эмитента  обыкновенные;;US5404241086;ESVUFR;1,00;0,01;USD;01.06.2017 0:00:00
285;LB;L Brands, Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US5017971046;ESVUFR;1,00;0,01;USD;01.06.2017 0:00:00
286;LEG;Leggett & Platt, Incorporated;Акции;Акции иностранного эмитента  обыкновенные;;US5246601075;ESXXXX;1,00;0,01;USD;14.06.2017 0:00:00
287;LEN;Lennar Corporation;Акции;Акции иностранного эмитента  обыкновенные класса A;;US5260571048;ESVUFR;1,00;0,01;USD;14.06.2017 0:00:00
288;LH;Laboratory Corporation of America Holdings;Акции;Акции иностранного эмитента  обыкновенные;;US50540R4092;ESVUFR;1,00;0,01;USD;01.06.2017 0:00:00
289;LKQ;LKQ Corporation;Акции;Акции иностранного эмитента  обыкновенные;;US5018892084;ESVUFR;1,00;0,01;USD;31.08.2017 0:00:00
290;LLL;L3 Technologies, Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US5024131071;ESVUFR;1,00;0,01;USD;31.08.2017 0:00:00
291;LLY;Eli Lilly and Company;Акции;Акции иностранного эмитента  обыкновенные;;US5324571083;ESVUFR;1,00;0,01;USD;01.06.2017 0:00:00
292;LM;Legg Mason, Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US5249011058;ESVUFR;1,00;0,01;USD;14.06.2017 0:00:00
293;LMT;Lockheed Martin Corporation;Акции;Акции иностранного эмитента  обыкновенные;;US5398301094;ESVUFR;1,00;0,01;USD;19.10.2016 0:00:00
294;LNT;Alliant Energy Corporation;Акции;Акции иностранного эмитента  обыкновенные;;US0188021085;ESVUFR;1,00;0,01;USD;31.08.2017 0:00:00
295;LOW;Lowe's Companies, Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US5486611073;ESVUFR;1,00;0,01;USD;01.06.2017 0:00:00
296;LPL;Citibank, N.A.;Депозитарные расписки;Депозитарные расписки иностранного эмитента на акции;Депозитарные расписки Citibank, N.A., удостоверяющие права в отношении обыкновенных акций LG Display Co., Ltd.;US50186V1026;ESVUFA;1,00;0,01;USD;26.08.2016 0:00:00
297;LRCX;Lam Research Corporation;Акции;Акции иностранного эмитента  обыкновенные;;US5128071082;ESVUXR;1,00;0,01;USD;01.06.2017 0:00:00
298;LUK;Leucadia National Corporation;Акции;Акции иностранного эмитента  обыкновенные;;US5272881047;ESVUFR;1,00;0,01;USD;14.06.2017 0:00:00
299;LUV;Southwest Airlines Co.;Акции;Акции иностранного эмитента  обыкновенные;;US8447411088;ESVUFR;1,00;0,01;USD;19.10.2016 0:00:00
300;LVLT;Level 3 Communications, Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US52729N3089;ESVUFR;1,00;0,01;USD;01.06.2017 0:00:00
301;LYB;LyondellBasell Industries N.V.;Акции;Акции иностранного эмитента  обыкновенные класса A;;NL0009434992;ESVUFN;1,00;0,01;USD;01.06.2017 0:00:00
302;M;Macy's, Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US55616P1049;ESVUFR;1,00;0,01;USD;01.06.2017 0:00:00
303;MA;Mastercard Incorporated;Акции;Акции иностранного эмитента  обыкновенные класса A;;US57636Q1040;ESVUFR;1,00;0,01;USD;19.10.2016 0:00:00
304;MAA;Mid-America Apartment Communities, Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US59522J1034;ESVUFR;1,00;0,01;USD;31.08.2017 0:00:00
305;MAC;The Macerich Company;Акции;Акции иностранного эмитента  обыкновенные;;US5543821012;ESVUFR;1,00;0,01;USD;01.06.2017 0:00:00
306;MAR;Marriott International, Inc.;Акции;Акции иностранного эмитента  обыкновенные класса A;;US5719032022;ESEUFR;1,00;0,01;USD;01.06.2017 0:00:00
307;MAS;Masco Corporation;Акции;Акции иностранного эмитента  обыкновенные;;US5745991068;ESVUFR;1,00;0,01;USD;19.10.2016 0:00:00
308;MAT;Mattel, Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US5770811025;ESXXXX;1,00;0,01;USD;18.05.2017 0:00:00
309;MBT;JPMorgan Chase Bank, N.A.;Депозитарные расписки;Депозитарные расписки иностранного эмитента на акции;Депозитарные расписки JPMorgan Chase Bank, N.A., удостоверяющие права в отношении обыкновенных акций Публичное акционерное общество "Мобильные ТелеСистемы";US6074091090;ESVUFA;1,00;0,01;USD;24.08.2017 0:00:00
310;MCD;Mc'DONALDS CORPORATION;Акции;Акции иностранного эмитента  обыкновенные;;US5801351017;ESVUFR;1,00;0,01;USD;28.11.2014 0:00:00
311;MCHP;Microchip Technology Incorporated;Акции;Акции иностранного эмитента  обыкновенные;;US5950171042;ESVUFR;1,00;0,01;USD;18.05.2017 0:00:00
312;MCK;McKesson Corporation;Акции;Акции иностранного эмитента  обыкновенные;;US58155Q1031;ESVUFR;1,00;0,01;USD;01.06.2017 0:00:00
313;MCO;Moody's Corporation;Акции;Акции иностранного эмитента  обыкновенные;;US6153691059;ESVUFR;1,00;0,01;USD;18.05.2017 0:00:00
314;MDLZ;Mondelez International, Inc.;Акции;Акции иностранного эмитента  обыкновенные класса A;;US6092071058;ESVUFR;1,00;0,01;USD;19.10.2016 0:00:00
315;MDT;Medtronic Public Limited Company;Акции;Акции иностранного эмитента  обыкновенные;;IE00BTN1Y115;ESVUFR;1,00;0,01;USD;19.10.2016 0:00:00
316;MET;MetLife, Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US59156R1086;ESVUFR;1,00;0,01;USD;28.11.2014 0:00:00
317;MFGP;Deutsche Bank Trust Company Americas;Депозитарные расписки;Депозитарные расписки иностранного эмитента на акции;Депозитарные расписки Deutsche Bank Trust Company Americas, удостоверяющие права в отношении обыкновенных акций Micro Focus International plc;US5948373049;EDSXFR;1,00;0,01;USD;23.10.2017 0:00:00
318;MHK;Mohawk Industries, Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US6081901042;ESVUXR;1,00;0,01;USD;14.06.2017 0:00:00
319;MKC;McCormick & Company, Incorporated;Акции;Акции иностранного эмитента  обыкновенные;;US5797802064;ESNUFR;1,00;0,01;USD;14.06.2017 0:00:00
320;MLCO;Deutsche Bank Trust Company Americas;Депозитарные расписки;Депозитарные расписки иностранного эмитента на акции;Депозитарные расписки Deutsche Bank Trust Company Americas, удостоверяющие права в отношении обыкновенных акций Melco Resorts & Entertainment Limited;US5854641009;ESVUFA;1,00;0,01;USD;26.08.2016 0:00:00
321;MLM;Martin Marietta Materials, Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US5732841060;ESVUFR;1,00;0,01;USD;14.06.2017 0:00:00
322;MMC;Marsh & McLennan Companies, Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US5717481023;ESVUFR;1,00;0,01;USD;14.06.2017 0:00:00
323;MMM;3M Company;Акции;Акции иностранного эмитента  обыкновенные;;US88579Y1010;ESVUFR;1,00;0,01;USD;19.10.2016 0:00:00
324;MNK;Mallinckrodt public limited company;Акции;Акции иностранного эмитента  обыкновенные;;IE00BBGT3753;ESVUFR;1,00;0,01;USD;14.06.2017 0:00:00
325;MNST;Monster Beverage Corporation;Акции;Акции иностранного эмитента  обыкновенные;;US61174X1090;ESVUFR;1,00;0,01;USD;01.06.2017 0:00:00
326;MO;Altria Group, Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US02209S1033;ESVUFR;1,00;0,01;USD;19.10.2016 0:00:00
327;MOMO;Deutsche Bank Trust Company Americas;Депозитарные расписки;Депозитарные расписки иностранного эмитента на акции;Депозитарные расписки Deutsche Bank Trust Company Americas, удостоверяющие права в отношении обыкновенных акций Momo Inc.;US60879B1070;ESVUFA;1,00;0,01;USD;26.08.2016 0:00:00
328;MON;Monsanto Company;Акции;Акции иностранного эмитента  обыкновенные;;US61166W1018;ESVUFR;1,00;0,01;USD;19.10.2016 0:00:00
329;MOS;The Mosaic Company;Акции;Акции иностранного эмитента  обыкновенные;;US61945C1036;ESVUFR;1,00;0,01;USD;14.06.2017 0:00:00
330;MPC;Marathon Petroleum Corporation;Акции;Акции иностранного эмитента  обыкновенные;;US56585A1025;ESVTFR;1,00;0,01;USD;01.06.2017 0:00:00
331;MRK;Merck & Co., Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US58933Y1055;ESVUFR;1,00;0,01;USD;19.10.2016 0:00:00
332;MRO;Marathon Oil Corporation;Акции;Акции иностранного эмитента  обыкновенные;;US5658491064;ESVUFR;1,00;0,01;USD;19.10.2016 0:00:00
333;MS;Morgan Stanley;Акции;Акции иностранного эмитента  обыкновенные;;US6174464486;ESVUFR;1,00;0,01;USD;28.11.2014 0:00:00
334;MSFT;Microsoft Corporation;Акции;Акции иностранного эмитента  обыкновенные;;US5949181045;ESVUFR;1,00;0,01;USD;28.11.2014 0:00:00
335;MSI;Motorola Solutions, Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US6200763075;ESVUFR;1,00;0,01;USD;18.05.2017 0:00:00
336;MTB;M&T Bank Corporation;Акции;Акции иностранного эмитента  обыкновенные;;US55261F1049;ESVUFR;1,00;0,01;USD;01.06.2017 0:00:00
337;MTD;Mettler-Toledo International Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US5926881054;ESVUFR;1,00;0,01;USD;31.08.2017 0:00:00
338;MTS0620;MTS International Funding Limited;Облигации;Облигации иностранного эмитента;;XS0513723873;DYFXXR;1,00;0,01;PCT;22.03.2017 0:00:00
339;MU;Micron Technology, Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US5951121038;ESVUFR;1,00;0,01;USD;28.11.2014 0:00:00
340;MUR;Murphy Oil Corporation;Акции;Акции иностранного эмитента  обыкновенные;;US6267171022;ESVUFR;1,00;0,01;USD;01.06.2017 0:00:00
341;MYL;Mylan N.V.;Акции;Акции иностранного эмитента  обыкновенные;;NL0011031208;ESVUFN;1,00;0,01;USD;01.06.2017 0:00:00
342;NAVI;Navient Corporation;Акции;Акции иностранного эмитента  обыкновенные;;US63938C1080;ESVUFR;1,00;0,01;USD;14.06.2017 0:00:00
343;NBL;Noble Energy, Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US6550441058;ESVTFR;1,00;0,01;USD;18.05.2017 0:00:00
344;NDAQ;Nasdaq, Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US6311031081;ESVUFR;1,00;0,01;USD;18.05.2017 0:00:00
345;NEE;NextEra Energy, Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US65339F1012;ESVUFR;1,00;0,01;USD;18.05.2017 0:00:00
346;NEM;NEWMONT MINING CORPORATION;Акции;Акции иностранного эмитента  обыкновенные;;US6516391066;ESVUFR;1,00;0,01;USD;28.11.2014 0:00:00
347;NFLX;Netflix, Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US64110L1061;ESVUFR;1,00;0,01;USD;28.11.2014 0:00:00
348;NFX;Newfield Exploration Company;Акции;Акции иностранного эмитента  обыкновенные;;US6512901082;ESVUFR;1,00;0,01;USD;14.06.2017 0:00:00
349;NKE;NIKE, Inc.;Акции;Акции иностранного эмитента  обыкновенные класса B;;US6541061031;ESVUFR;1,00;0,01;USD;19.10.2016 0:00:00
350;NLSN;Nielsen Holdings plc;Акции;Акции иностранного эмитента  обыкновенные;;GB00BWFY5505;ESVUFR;1,00;0,01;USD;19.10.2016 0:00:00
351;NOC;Northrop Grumman Corporation;Акции;Акции иностранного эмитента  обыкновенные;;US6668071029;ESVUFR;1,00;0,01;USD;26.10.2016 0:00:00
